form	reading	gloss_en	gloss_hi	pos	section	example_ja	example_en	audio_path	vocab_id
ゆっくり	ゆっくり	slowly	धीरे-धीरे	adverb	33. Adverbs	ゆっくり 話して ください。	Please speak slowly.		n5.vocab.33-adverbs.ゆっくり
すぐ	すぐ	soon	तुरंत	adverb	33. Adverbs	すぐ 行きます。	I'll go right away.		n5.vocab.33-adverbs.すぐ
たぶん	たぶん	probably	शायद	adverb	33. Adverbs	たぶん あした 雨です。	Maybe it'll rain tomorrow.		n5.vocab.33-adverbs.たぶん
いっしょに	いっしょに	together	साथ में	adverb	33. Adverbs	いっしょに 行きましょう。	Let's go together.		n5.vocab.33-adverbs.いっしょに
一人で	ひとりで	alone	अकेले	adverb	33. Adverbs	一人で 行きました。	I went alone.		n5.vocab.33-adverbs.一人で
じぶんで	じぶんで	by oneself	स्वयं	adverb	33. Adverbs	じぶんで しました。	I did it myself.		n5.vocab.33-adverbs.じぶんで
かならず	かならず	surely, definitely	अवश्य	adverb	33. Adverbs	あした かならず 来ます。	I'll definitely come tomorrow.		n5.vocab.33-adverbs.かならず
きっと	きっと	surely	ज़रूर	adverb	33. Adverbs	きっと 来ます。	He'll definitely come.		n5.vocab.33-adverbs.きっと
もちろん	もちろん	of course	बेशक	adverb	33. Adverbs	もちろん 行きます。	Of course I'll go.		n5.vocab.33-adverbs.もちろん
どうぞ	どうぞ	please (offering)	कृपया (देते हुए)	expression	33. Adverbs	どうぞ、おかけ ください。	Please, have a seat.		n5.vocab.33-adverbs.どうぞ
どうも	どうも	thanks, indeed	धन्यवाद	expression	33. Adverbs	どうも ありがとう。	Thank you very much.		n5.vocab.33-adverbs.どうも
どうぞよろしく	どうぞよろしく	please treat me well	मिलकर ख़ुशी हुई	expression	33. Adverbs	どうぞよろしく おねがいします。	Pleased to meet you.		n5.vocab.33-adverbs.どうぞよろしく
まっすぐ	まっすぐ	straight ahead	सीधे	adverb	33. Adverbs	まっすぐ 行って ください。	Please go straight.		n5.vocab.33-adverbs.まっすぐ
もういちど	もういちど	once more	एक बार फिर	adverb	33. Adverbs	もういちど 言って ください。	Please say it once more.		n5.vocab.33-adverbs.もういちど
まず	まず	first of all	सबसे पहले	adverb	33. Adverbs	まず、てを あらいましょう。	First, let's wash our hands.		n5.vocab.33-adverbs.まず
もしもし	もしもし	hello (telephone)	हैलो (फ़ोन)	expression	33. Adverbs	もしもし、田中ですが。	Hello, this is Tanaka.		n5.vocab.33-adverbs.もしもし
そして	そして	and then	और फिर	conjunction	34. Conjunctions	えきに 行きました。そして、電車に のりました。	I went to the station. And then I got on the train.		n5.vocab.34-conjunctions.そして
それから	それから	and then, after that	उसके बाद	conjunction	34. Conjunctions	しゅくだいを しました。それから、ねました。	I did my homework. After that, I went to bed.		n5.vocab.34-conjunctions.それから
それで	それで	and so	इसलिए	conjunction	34. Conjunctions	雨が ふりました。それで、出かけませんでした。	It rained. So I didn't go out.		n5.vocab.34-conjunctions.それで
でも	でも	but, however	लेकिन	conjunction	34. Conjunctions	あついです。でも、まどは あけません。	It's hot. But I won't open the window.		n5.vocab.34-conjunctions.でも
しかし	しかし	but, however	परंतु	conjunction	34. Conjunctions	むずかしかったです。しかし、おもしろかったです。	It was difficult. However, it was interesting.		n5.vocab.34-conjunctions.しかし
が	が	but (clause-connector)	लेकिन (वाक्य-जोड़क)	conjunction	34. Conjunctions	行きたいですが、時間が ありません。	I want to go, but I don't have time.		n5.vocab.34-conjunctions.が
から	から	because, so	क्योंकि / इसलिए	conjunction	34. Conjunctions	あついから、まどを あけます。	It's hot, so I'll open the window.		n5.vocab.34-conjunctions.から
だから	だから	therefore	इसलिए	conjunction	34. Conjunctions	あついです。だから、まどを あけます。	It's hot. So I'll open the window.		n5.vocab.34-conjunctions.だから
ですから	ですから	therefore (polite)	इसलिए (आदर)	conjunction	34. Conjunctions	雨です。ですから、出かけません。	It's raining. Therefore, I won't go out.		n5.vocab.34-conjunctions.ですから
それに	それに	moreover	इसके अलावा	conjunction	34. Conjunctions	この レストランは おいしいです。それに、安いです。	This restaurant is delicious. Moreover, it's cheap.		n5.vocab.34-conjunctions.それに
ところで	ところで	by the way	वैसे	conjunction	34. Conjunctions	ところで、しゅくだいは おわりましたか。	By the way, have you finished your homework?		n5.vocab.34-conjunctions.ところで
または	または	or	या	conjunction	34. Conjunctions	コーヒー または おちゃが いいです。	Coffee or tea is fine.		n5.vocab.34-conjunctions.または
は	は	topic marker	विषय सूचक	particle	35. Particles (functional vocabulary)	わたしは 学生です。	I am a student. (topic は)		n5.vocab.35-particles-functional-.は
が	が	subject marker	कर्ता सूचक	particle	35. Particles (functional vocabulary)	ねこが すきです。	I like cats. (subject が)		n5.vocab.35-particles-functional-.が
を	を	object marker	कर्म सूचक	particle	35. Particles (functional vocabulary)	本を 読みます。	I read a book. (object を)		n5.vocab.35-particles-functional-.を
に	に	to, at, in (target / time)	को / में / पर	particle	35. Particles (functional vocabulary)	七時に おきます。	I get up at seven. (time に)		n5.vocab.35-particles-functional-.に
で	で	at, by, with (location of action / means)	द्वारा / पर (क्रिया)	particle	35. Particles (functional vocabulary)	カフェで コーヒーを 飲みます。	I drink coffee at a cafe. (location で)		n5.vocab.35-particles-functional-.で
へ	へ	to (direction)	की ओर	particle	35. Particles (functional vocabulary)	学校へ 行きます。	I go to school. (direction へ)		n5.vocab.35-particles-functional-.へ
と	と	and, with	और / के साथ	particle	35. Particles (functional vocabulary)	友だちと えいがを 見ます。	I watch a movie with a friend. (with と)		n5.vocab.35-particles-functional-.と
か	か	question marker	प्रश्न सूचक	particle	35. Particles (functional vocabulary)	元気ですか。	How are you? (question か)		n5.vocab.35-particles-functional-.か
も	も	also	भी	particle	35. Particles (functional vocabulary)	わたしも 行きます。	I will go too. (also も)		n5.vocab.35-particles-functional-.も
や	や	and (non-exhaustive)	और (आंशिक)	particle	35. Particles (functional vocabulary)	りんごや みかんを かいました。	I bought apples and oranges (among other things). (や)		n5.vocab.35-particles-functional-.や
の	の	of, possessive / nominalizer	का / -वाला	particle	35. Particles (functional vocabulary)	わたしの 本です。	It is my book. (possessive の)		n5.vocab.35-particles-functional-.の
から	から	from, because	क्योंकि / इसलिए	particle	35. Particles (functional vocabulary)	九時から はじまります。	It starts at nine. (from から)		n5.vocab.35-particles-functional-.から
まで	まで	until	तक	particle	35. Particles (functional vocabulary)	五時まで しごとを します。	I work until five. (until まで)		n5.vocab.35-particles-functional-.まで
ね	ね	sentence-final (agreement)	सहमति-सूचक	particle	35. Particles (functional vocabulary)	いい てんきですね。	It's nice weather, isn't it? (ね)		n5.vocab.35-particles-functional-.ね
よ	よ	sentence-final (assertion)	दृढ़ता-सूचक	particle	35. Particles (functional vocabulary)	あぶないですよ。	It's dangerous, you know! (よ)		n5.vocab.35-particles-functional-.よ
だけ	だけ	only	केवल	particle	35. Particles (functional vocabulary)	わたしだけ 行きます。	Only I will go.		n5.vocab.35-particles-functional-.だけ
しか	しか	only (with negative)	केवल (नकार के साथ)	particle	35. Particles (functional vocabulary)	百円しか ありません。	I only have 100 yen.		n5.vocab.35-particles-functional-.しか
ごろ	ごろ	around (time)	के आसपास (समय)	particle	35. Particles (functional vocabulary)	七時ごろ 家に かえります。	I'll return home around seven.		n5.vocab.35-particles-functional-.ごろ
ずつ	ずつ	each	प्रत्येक	particle	35. Particles (functional vocabulary)	一つずつ 食べて ください。	Please eat one at a time.		n5.vocab.35-particles-functional-.ずつ
など	など	etc.	इत्यादि	particle	35. Particles (functional vocabulary)	りんごや みかんなどを 買いました。	I bought apples, oranges, and so on.		n5.vocab.35-particles-functional-.など
おはようございます	おはようございます	good morning	सुप्रभात	expression	36. Greetings and Set Phrases	おはようございます！	Good morning! (polite)		n5.vocab.36-greetings-and-set-phr.おはようございます
こんにちは	こんにちは	hello / good afternoon	नमस्ते (दिन में)	expression	36. Greetings and Set Phrases	こんにちは。元気ですか。	Hello. How are you?		n5.vocab.36-greetings-and-set-phr.こんにちは
こんばんは	こんばんは	good evening	शुभ संध्या	expression	36. Greetings and Set Phrases	こんばんは。	Good evening.		n5.vocab.36-greetings-and-set-phr.こんばんは
おやすみなさい	おやすみなさい	good night	शुभ रात्रि	expression	36. Greetings and Set Phrases	おやすみなさい。	Good night.		n5.vocab.36-greetings-and-set-phr.おやすみなさい
さようなら	さようなら	goodbye	अलविदा	expression	36. Greetings and Set Phrases	さようなら、また あした。	Goodbye, see you tomorrow.		n5.vocab.36-greetings-and-set-phr.さようなら
しつれいします	しつれいします	excuse me / pardon me	क्षमा कीजिए	expression	36. Greetings and Set Phrases	しつれいします。先生、しつもんが あります。	Excuse me. Sensei, I have a question.		n5.vocab.36-greetings-and-set-phr.しつれいします
しつれいしました	しつれいしました	excuse me (past)	क्षमा कीजिए (बीता)	expression	36. Greetings and Set Phrases	おそく なって しつれいしました。	Excuse me for being late.		n5.vocab.36-greetings-and-set-phr.しつれいしました
ありがとう	ありがとう	thanks	धन्यवाद	expression	36. Greetings and Set Phrases	ありがとう、田中さん。	Thanks, Tanaka.		n5.vocab.36-greetings-and-set-phr.ありがとう
ありがとうございます	ありがとうございます	thank you	धन्यवाद	expression	36. Greetings and Set Phrases	ありがとうございます！	Thank you very much!		n5.vocab.36-greetings-and-set-phr.ありがとうございます
どういたしまして	どういたしまして	you're welcome	कोई बात नहीं	expression	36. Greetings and Set Phrases	どういたしまして。	You're welcome.		n5.vocab.36-greetings-and-set-phr.どういたしまして
すみません	すみません	excuse me / sorry	माफ़ कीजिए	expression	36. Greetings and Set Phrases	すみません、メニューを ください。	Excuse me, the menu please.		n5.vocab.36-greetings-and-set-phr.すみません
ごめんなさい	ごめんなさい	I'm sorry	माफ़ कीजिए	expression	36. Greetings and Set Phrases	ごめんなさい。おそく なりました。	I'm sorry. I'm late.		n5.vocab.36-greetings-and-set-phr.ごめんなさい
おねがいします	おねがいします	please	कृपया	expression	36. Greetings and Set Phrases	コーヒーを おねがいします。	Coffee please.		n5.vocab.36-greetings-and-set-phr.おねがいします
いただきます	いただきます	said before eating	खाने से पहले कहा जाता है	expression	36. Greetings and Set Phrases	いただきます！	Thank you for the food! (before eating)		n5.vocab.36-greetings-and-set-phr.いただきます
ごちそうさまでした	ごちそうさまでした	said after eating	खाने के बाद कहा जाता है	expression	36. Greetings and Set Phrases	ごちそうさまでした。とても おいしかったです。	Thank you for the meal. It was delicious.		n5.vocab.36-greetings-and-set-phr.ごちそうさまでした
いってきます	いってきます	I'm off (and will return)	जा रहा हूँ (लौटूँगा)	expression	36. Greetings and Set Phrases	いってきます。	I'm off.		n5.vocab.36-greetings-and-set-phr.いってきます
いってらっしゃい	いってらっしゃい	see you / take care	सही-सलामत जाओ	expression	36. Greetings and Set Phrases	いってらっしゃい、気を つけて。	See you, take care.		n5.vocab.36-greetings-and-set-phr.いってらっしゃい
ただいま	ただいま	I'm home	मैं घर आ गया	expression	36. Greetings and Set Phrases	ただいま、おそくなりました。	I'm home, sorry I'm late.		n5.vocab.36-greetings-and-set-phr.ただいま
おかえりなさい	おかえりなさい	welcome back	स्वागत है (वापसी)	expression	36. Greetings and Set Phrases	おかえりなさい！おつかれさまでした。	Welcome back! You worked hard.		n5.vocab.36-greetings-and-set-phr.おかえりなさい
はじめまして	はじめまして	nice to meet you	पहली बार मिल रहे हैं	expression	36. Greetings and Set Phrases	はじめまして、田中です。	Nice to meet you, I'm Tanaka.		n5.vocab.36-greetings-and-set-phr.はじめまして
どうぞよろしく	どうぞよろしく	pleased to meet you	मिलकर ख़ुशी हुई	expression	36. Greetings and Set Phrases	どうぞよろしく おねがいします。	Pleased to meet you.		n5.vocab.36-greetings-and-set-phr.どうぞよろしく
おげんきですか	おげんきですか	how are you?	आप कैसे हैं?	expression	36. Greetings and Set Phrases	おげんきですか。	How are you?		n5.vocab.36-greetings-and-set-phr.おげんきですか
おかげさまで	おかげさまで	thanks to you	आपकी कृपा से	expression	36. Greetings and Set Phrases	おかげさまで、げんきです。	Thanks to you, I'm well.		n5.vocab.36-greetings-and-set-phr.おかげさまで
いらっしゃいませ	いらっしゃいませ	welcome (to a shop)	पधारिए (दुकान में)	expression	36. Greetings and Set Phrases	いらっしゃいませ！何名さまですか。	Welcome! How many people?		n5.vocab.36-greetings-and-set-phr.いらっしゃいませ
どうも	どうも	thanks	धन्यवाद	expression	36. Greetings and Set Phrases	どうも、ありがとう。	Thank you very much.		n5.vocab.36-greetings-and-set-phr.どうも
もの	もの	thing	चीज़ (मूर्त)	noun	37. Common Nouns - Miscellaneous	テーブルの 上の ものは 何ですか。	What's the thing on the table?		n5.vocab.37-common-nouns-miscella.もの
こと	こと	thing (intangible)	बात (अमूर्त)	noun	37. Common Nouns - Miscellaneous	一つ こと話したいです。	I want to tell you one thing.		n5.vocab.37-common-nouns-miscella.こと
名前	なまえ	name	नाम	noun	37. Common Nouns - Miscellaneous	名前を 教えて ください。	Please tell me your name.		n5.vocab.37-common-nouns-miscella.名前
ことば	ことば	word	शब्द / भाषा	noun	37. Common Nouns - Miscellaneous	日本語の ことばを ならいます。	I learn Japanese words.		n5.vocab.37-common-nouns-miscella.ことば
話	はなし	story, talk	बात / कथा	noun	37. Common Nouns - Miscellaneous	おもしろい 話を 聞きました。	I heard an interesting story.		n5.vocab.37-common-nouns-miscella.話
しごと	しごと	work, job	काम / नौकरी	noun	37. Common Nouns - Miscellaneous	しごとは いそがしいです。	Work is busy.		n5.vocab.37-common-nouns-miscella.しごと
やくそく	やくそく	promise, appointment	वादा / नियुक्ति	noun	37. Common Nouns - Miscellaneous	友だちと やくそくが あります。	I have an appointment with a friend.		n5.vocab.37-common-nouns-miscella.やくそく
ようじ	ようじ	errand	काम-धंधा	noun	37. Common Nouns - Miscellaneous	ようじが あって、行けません。	I have an errand, so I can't go.		n5.vocab.37-common-nouns-miscella.ようじ
もんだい	もんだい	problem	समस्या	noun	37. Common Nouns - Miscellaneous	むずかしい もんだいです。	It's a difficult problem.		n5.vocab.37-common-nouns-miscella.もんだい
しゅみ	しゅみ	hobby	शौक़	noun	37. Common Nouns - Miscellaneous	わたしの しゅみは どくしょです。	My hobby is reading.		n5.vocab.37-common-nouns-miscella.しゅみ
りょこう	りょこう	travel	यात्रा	noun	37. Common Nouns - Miscellaneous	夏に りょこうします。	I'll travel in the summer.		n5.vocab.37-common-nouns-miscella.りょこう
さんぽ	さんぽ	walk	टहलना	noun	37. Common Nouns - Miscellaneous	こうえんで さんぽを します。	I take a walk in the park.		n5.vocab.37-common-nouns-miscella.さんぽ
うんどう	うんどう	exercise	व्यायाम	noun	37. Common Nouns - Miscellaneous	まいにち うんどうします。	I exercise every day.		n5.vocab.37-common-nouns-miscella.うんどう
ゲーム	ゲーム	game	खेल / गेम	noun	37. Common Nouns - Miscellaneous	ゲームが すきです。	I like games.		n5.vocab.37-common-nouns-miscella.ゲーム
スポーツ	スポーツ	sport	खेल	noun	37. Common Nouns - Miscellaneous	スポーツが すきです。	I like sports.		n5.vocab.37-common-nouns-miscella.スポーツ
しあい	しあい	match, game	मैच	noun	37. Common Nouns - Miscellaneous	あした サッカーの しあいです。	Tomorrow there's a soccer match.		n5.vocab.37-common-nouns-miscella.しあい
ニュース	ニュース	news	समाचार	noun	37. Common Nouns - Miscellaneous	ニュースを 見ました。	I watched the news.		n5.vocab.37-common-nouns-miscella.ニュース
パーティー	パーティー	party	पार्टी	noun	37. Common Nouns - Miscellaneous	土曜日に パーティーが あります。	There's a party on Saturday.		n5.vocab.37-common-nouns-miscella.パーティー
きって	きって	stamp	डाक टिकट	noun	37. Common Nouns - Miscellaneous	きってを 三まい 買いました。	I bought three stamps.		n5.vocab.37-common-nouns-miscella.きって
プレゼント	プレゼント	present, gift	उपहार	noun	37. Common Nouns - Miscellaneous	友だちに プレゼントを あげました。	I gave a present to my friend.		n5.vocab.37-common-nouns-miscella.プレゼント
りゅうがく	りゅうがく	study abroad	विदेश में पढ़ाई	noun	37. Common Nouns - Miscellaneous	日本に りゅうがくしました。	I studied abroad in Japan.		n5.vocab.37-common-nouns-miscella.りゅうがく
けっこん	けっこん	marriage	विवाह	noun	37. Common Nouns - Miscellaneous	来年 けっこんします。	I will get married next year.		n5.vocab.37-common-nouns-miscella.けっこん
かぜ	かぜ	cold (illness)	सर्दी (बीमारी)	noun	37. Common Nouns - Miscellaneous	かぜを ひきました。	I caught a cold.		n5.vocab.37-common-nouns-miscella.かぜ
びょうき	びょうき	illness	बीमारी	noun	37. Common Nouns - Miscellaneous	びょうきに なりました。	I got sick.		n5.vocab.37-common-nouns-miscella.びょうき
くすり	くすり	medicine	दवा	noun	37. Common Nouns - Miscellaneous	くすりを 飲みます。	I take medicine.		n5.vocab.37-common-nouns-miscella.くすり
けが	けが	injury	चोट	noun	37. Common Nouns - Miscellaneous	けがを しました。	I got injured.		n5.vocab.37-common-nouns-miscella.けが
シャワー	シャワー	shower	शॉवर	noun	37. Common Nouns - Miscellaneous	あさ シャワーを あびます。	I shower in the morning.		n5.vocab.37-common-nouns-miscella.シャワー
マッチ	マッチ	match (lighting)	माचिस	noun	37. Common Nouns - Miscellaneous	マッチで 火を つけます。	I light a fire with a match.		n5.vocab.37-common-nouns-miscella.マッチ
たばこ	たばこ	cigarette	सिगरेट	noun	37. Common Nouns - Miscellaneous	ここで たばこは すえません。	You can't smoke here.		n5.vocab.37-common-nouns-miscella.たばこ
はいざら	はいざら	ashtray	राख-दानी	noun	37. Common Nouns - Miscellaneous	はいざらは ありますか。	Is there an ashtray?		n5.vocab.37-common-nouns-miscella.はいざら
スリッパ	スリッパ	slippers	चप्पल	noun	37. Common Nouns - Miscellaneous	スリッパを はきます。	I put on slippers.		n5.vocab.37-common-nouns-miscella.スリッパ
ティッシュ	ティッシュ	tissue	टिश्यू	noun	37. Common Nouns - Miscellaneous	ティッシュを ください。	Tissues please.		n5.vocab.37-common-nouns-miscella.ティッシュ
フィルム	フィルム	film	फ़िल्म (कैमरा)	noun	37. Common Nouns - Miscellaneous	カメラの フィルムを かいました。	I bought camera film.		n5.vocab.37-common-nouns-miscella.フィルム
レコード	レコード	record	रिकॉर्ड	noun	37. Common Nouns - Miscellaneous	むかしの レコードを 聞きます。	I listen to old records.		n5.vocab.37-common-nouns-miscella.レコード
よてい	よてい	plan, schedule	योजना	noun	37. Common Nouns - Miscellaneous	しゅうまつの よていは 何ですか。	What's your weekend plan?		n5.vocab.37-common-nouns-miscella.よてい
じかんわり	じかんわり	timetable	समय-सारिणी	noun	37. Common Nouns - Miscellaneous	じかんわりを 見せて ください。	Please show me the timetable.		n5.vocab.37-common-nouns-miscella.じかんわり
はこ	はこ	box	डिब्बा	noun	37. Common Nouns - Miscellaneous	はこの 中に 本が あります。	There's a book in the box.		n5.vocab.37-common-nouns-miscella.はこ
半分	はんぶん	half	आधा	noun	37. Common Nouns - Miscellaneous	ケーキを はんぶん 食べました。	I ate half the cake.		n5.vocab.37-common-nouns-miscella.はんぶん
はたち	はたち	20 years old (special reading)	बीस वर्ष (विशेष)	noun	37. Common Nouns - Miscellaneous	はたちに なりました。	I turned twenty.		n5.vocab.37-common-nouns-miscella.はたち
へん	へん	area, vicinity	आसपास	noun	37. Common Nouns - Miscellaneous	この へんに スーパーは ありますか。	Is there a supermarket around here?		n5.vocab.37-common-nouns-miscella.へん
ほか	ほか	other (place / thing / person)	अन्य	noun	37. Common Nouns - Miscellaneous	ほかの ものは ありますか。	Are there other things?		n5.vocab.37-common-nouns-miscella.ほか
ほんとう	ほんとう	truth, reality	सच	noun	37. Common Nouns - Miscellaneous	ほんとうですか。	Is that true?		n5.vocab.37-common-nouns-miscella.ほんとう
なつやすみ	なつやすみ	summer vacation	गर्मी की छुट्टी	noun	37. Common Nouns - Miscellaneous	なつやすみは 八月です。	Summer vacation is in August.		n5.vocab.37-common-nouns-miscella.なつやすみ
やすみ	やすみ	rest, holiday (noun form of やすむ)	छुट्टी / आराम	noun	37. Common Nouns - Miscellaneous	あしたは やすみです。	Tomorrow is a day off.		n5.vocab.37-common-nouns-miscella.やすみ
りょうり	りょうり	cuisine, cooking	व्यंजन / रसोई	noun	37. Common Nouns - Miscellaneous	日本の りょうりが 大すきです。	I love Japanese cuisine.		n5.vocab.37-common-nouns-miscella.りょうり
ペット	ペット	pet	पालतू	noun	37. Common Nouns - Miscellaneous	うちの ペットは ねこです。	Our pet is a cat.		n5.vocab.37-common-nouns-miscella.ペット
カレンダー	カレンダー	calendar	कैलेंडर	noun	37. Common Nouns - Miscellaneous	かべに カレンダーが あります。	There's a calendar on the wall.		n5.vocab.37-common-nouns-miscella.カレンダー
かてい	かてい	household, home life	घर / गृहस्थी	noun	37. Common Nouns - Miscellaneous	かていの りょうりが すきです。	I like home cooking.		n5.vocab.37-common-nouns-miscella.かてい
かびん	かびん	vase	फूलदान	noun	37. Common Nouns - Miscellaneous	かびんに 花を 入れます。	I put flowers in the vase.		n5.vocab.37-common-nouns-miscella.かびん
かた	かた	way of doing (e.g., たべかた = how to eat)	व्यक्ति (आदर) / तरीक़ा	noun	37. Common Nouns - Miscellaneous	この かんじの 読みかたを 教えて ください。	Please teach me how to read this kanji.		n5.vocab.37-common-nouns-miscella.かた
おくさん	おくさん	wife (someone else's; polite)	पत्नी (आदर)	noun	37. Common Nouns - Miscellaneous	田中さんの おくさんは 先生です。	Tanaka-san's wife is a teacher.		n5.vocab.37-common-nouns-miscella.おくさん
先	さき	earlier, ahead, previous	पहले / आगे	noun	37. Common Nouns - Miscellaneous	お先に しつれいします。	Excuse me for leaving first.		n5.vocab.37-common-nouns-miscella.先
せびろ	せびろ	business suit (older term, replaced by スーツ in modern usage)	सूट (पुराना)	noun	37. Common Nouns - Miscellaneous	せびろを きて 出かけます。	I go out wearing a business suit.		n5.vocab.37-common-nouns-miscella.せびろ
大きな	おおきな	big (variant adjectival form of 大きい)	बड़ा (वैक.)	noun	37. Common Nouns - Miscellaneous	大きな こえで 話します。	I speak in a loud voice.		n5.vocab.37-common-nouns-miscella.大きな
たて	たて	length, height	लंबाई / ऊँचाई	noun	37. Common Nouns - Miscellaneous	はこの たては 三十センチです。	The box is 30 cm tall.		n5.vocab.37-common-nouns-miscella.たて
ゆうべ	ゆうべ	last night	पिछली रात	noun	37. Common Nouns - Miscellaneous	ゆうべは おそく ねました。	Last night I went to bed late.		n5.vocab.37-common-nouns-miscella.ゆうべ
にっき	にっき	diary, journal	डायरी	noun	37. Common Nouns - Miscellaneous	まいにち にっきを 書きます。	I write a diary every day.		n5.vocab.37-common-nouns-miscella.にっき
さくぶん	さくぶん	composition, written essay	निबंध	noun	37. Common Nouns - Miscellaneous	さくぶんを 書いて ください。	Please write a composition.		n5.vocab.37-common-nouns-miscella.さくぶん
じびき	じびき	dictionary (older term, alt for じしょ)	शब्दकोश (पुराना)	noun	37. Common Nouns - Miscellaneous	じびきを ひきます。	I'll look it up in the dictionary.		n5.vocab.37-common-nouns-miscella.じびき
テープレコーダー	テープレコーダー	tape recorder	टेप रिकॉर्डर	noun	37. Common Nouns - Miscellaneous	テープレコーダーで ろくおんします。	I'll record with a tape recorder.		n5.vocab.37-common-nouns-miscella.テープレコーダー
ストーブ	ストーブ	heater, stove	हीटर	noun	37. Common Nouns - Miscellaneous	冬は ストーブを つかいます。	In winter I use a heater.		n5.vocab.37-common-nouns-miscella.ストーブ
ページ	ページ	page	पृष्ठ	noun	37. Common Nouns - Miscellaneous	五ページを ひらいて ください。	Please open to page 5.		n5.vocab.37-common-nouns-miscella.ページ
クラス	クラス	class	क्लास	noun	37. Common Nouns - Miscellaneous	わたしの クラスは 三十人です。	My class has 30 people.		n5.vocab.37-common-nouns-miscella.クラス
グラム	グラム	gram	ग्राम	noun	37. Common Nouns - Miscellaneous	にくを 二百グラム ください。	200 grams of meat please.		n5.vocab.37-common-nouns-miscella.グラム
メートル	メートル	metre, meter	मीटर	noun	37. Common Nouns - Miscellaneous	百メートル はしりました。	I ran 100 meters.		n5.vocab.37-common-nouns-miscella.メートル
キログラム	キログラム	kilogram	किलोग्राम	noun	37. Common Nouns - Miscellaneous	五キログラムの 米を 買いました。	I bought 5 kg of rice.		n5.vocab.37-common-nouns-miscella.キログラム
キロメートル	キロメートル	kilometre, kilometer	किलोमीटर	noun	37. Common Nouns - Miscellaneous	えきまで 三キロメートルです。	It's 3 km to the station.		n5.vocab.37-common-nouns-miscella.キロメートル
こえ	こえ	voice	आवाज़	noun	38. Sounds and Voice	大きい こえで 話して ください。	Please speak in a loud voice.		n5.vocab.38-sounds-and-voice.こえ
おと	おと	sound	ध्वनि	noun	38. Sounds and Voice	外で 大きい おとが しました。	A loud sound came from outside.		n5.vocab.38-sounds-and-voice.おと
えーと	えーと	um, let me see	उम्म...	expression	39. Function / Filler Expressions	えーと、こたえは 三です。	Um, the answer is three.		n5.vocab.39-function-filler-expre.えーと
あの	あの	um (hesitation)	वह दूर (विशेषण)	expression	39. Function / Filler Expressions	あの、すみません。	Um, excuse me.		n5.vocab.39-function-filler-expre.あの
そうですね	そうですね	let me think / that's right	सही है / ठीक है	expression	39. Function / Filler Expressions	そうですね、いいですね。	That's right, it's good.		n5.vocab.39-function-filler-expre.そうですね
そうですか	そうですか	is that so?	अच्छा? / सच?	expression	39. Function / Filler Expressions	そうですか、わかりました。	Is that so. I see.		n5.vocab.39-function-filler-expre.そうですか
いいえ	いいえ	no	नहीं	expression	39. Function / Filler Expressions	いいえ、ちがいます。	No, that's not right.		n5.vocab.39-function-filler-expre.いいえ
はい	はい	yes	हाँ	expression	39. Function / Filler Expressions	はい、わかりました。	Yes, I understand.		n5.vocab.39-function-filler-expre.はい
ええ	ええ	yes (casual)	हाँ (अनौ.)	expression	39. Function / Filler Expressions	ええ、そうです。	Yes, that's right.		n5.vocab.39-function-filler-expre.ええ
うん	うん	yeah (informal)	हाँ (अति-अनौ.)	expression	39. Function / Filler Expressions	うん、いいよ。	Yeah, sure.		n5.vocab.39-function-filler-expre.うん
ううん	ううん	no (informal)	नहीं (अनौ.)	expression	39. Function / Filler Expressions	ううん、ちがう。	No, that's wrong.		n5.vocab.39-function-filler-expre.ううん
さあ	さあ	well... (filler / hesitation)	अच्छा...	expression	39. Function / Filler Expressions	さあ、わかりません。	Hmm, I don't know.		n5.vocab.39-function-filler-expre.さあ
いかが	いかが	how (polite form of どう)	कैसे (आदर)	expression	39. Function / Filler Expressions	コーヒーは いかがですか。	How about some coffee? (polite)		n5.vocab.39-function-filler-expre.いかが
それでは	それでは	in that case, well then	तो फिर	expression	39. Function / Filler Expressions	それでは、はじめましょう。	Well then, let's begin.		n5.vocab.39-function-filler-expre.それでは
ばしょ	ばしょ	place	स्थान	noun	40. Misc Useful Items	しずかな ばしょが すきです。	I like quiet places.		n5.vocab.40-misc-useful-items.ばしょ
ばあい	ばあい	case, situation	स्थिति / मामला	noun	40. Misc Useful Items	雨の ばあい、出かけません。	In case of rain, I won't go out.		n5.vocab.40-misc-useful-items.ばあい
ほう	ほう	direction, side	दिशा / पक्ष	noun	40. Misc Useful Items	右の ほうに あります。	It's on the right side.		n5.vocab.40-misc-useful-items.ほう
じゅうしょ	じゅうしょ	address	पता	noun	40. Misc Useful Items	じゅうしょを 書いて ください。	Please write your address.		n5.vocab.40-misc-useful-items.じゅうしょ
ねんれい	ねんれい	age	उम्र	noun	40. Misc Useful Items	ねんれいを 聞いても いいですか。	May I ask your age?		n5.vocab.40-misc-useful-items.ねんれい
しゅっしん	しゅっしん	hometown / origin	जन्मस्थान	noun	40. Misc Useful Items	しゅっしんは どこですか。	Where are you from?		n5.vocab.40-misc-useful-items.しゅっしん
いっぱい	いっぱい	full / a lot	भरपूर / बहुत	adverb	33. Adverbs	コップに 水が いっぱい あります。	There's a lot of water in the cup.		n5.vocab.33-adverbs.いっぱい
